1488326400;1;Cadiz;100;3.1;3.1;true
1488326401;1;Cadiz;90;3.09;3.09;true
1488326402;1;Cadiz;80;3.08;3.08;true
1488326403;1;Cadiz;70;3.07;3.07;true
1488326404;1;Cadiz;60;3.06;3.06;false
1488326405;1;Cadiz;50;1.8;3.05;true
1488326406;1;Cadiz;40;1.1;3.04;true
1488326407;1;Cadiz;0;2.03;3.03;true
1488326408;1;Cadiz;20;3.02;3.02;false
1488326409;2;Malaga;62;3.01;3.01;true
1488326410;2;Malaga;0;3;3;true
1488326411;2;Malaga;70;2.99;2.99;true
1488326412;2;Malaga;60;1.08;2.98;false
1488326413;2;Malaga;50;0.97;2.97;true
1488326414;3;Sevilla;40;2.96;2.96;true
1488326415;3;Sevilla;30;0.95;2.95;false
1488326416;2;Malaga;20;2.94;2.94;true
1488326417;1;Cadiz;100;2.93;2.93;true
1488326418;1;Cadiz;99;2.92;2.92;true
1488326419;1;Cadiz;98;2.91;2.91;true
1488326420;1;Cadiz;97;0.5;2.9;true
1488326421;1;Cadiz;0;2.89;2.89;true
1488326422;1;Cadiz;95;2.88;2.88;false
1488326423;1;Cadiz;94;2.87;2.87;true
1488326424;1;Cadiz;93;2.86;2.86;true
1488326425;1;Cadiz;92;2.85;2.85;true
1488326426;1;Cadiz;91;2.84;2.84;true
1488326427;1;Cadiz;0;2.83;2.83;true
1488326428;1;Cadiz;89;2.82;2.82;true
1488326429;1;Cadiz;88;2.81;2.81;true
1488326430;1;Cadiz;87;2.8;2.8;true
1488326431;1;Cadiz;86;2.79;2.79;true
1488326432;1;Cadiz;85;2.78;2.78;true
1488326433;1;Cadiz;84;2.77;2.77;true
1488326434;1;Cadiz;83;2.76;2.76;true
1488326435;1;Cadiz;82;2.75;2.75;true
1488326436;1;Cadiz;81;2.74;2.74;true
1488326437;1;Cadiz;80;2.73;2.73;true
1488326438;1;Cadiz;79;2.72;2.72;true
1488326439;1;Cadiz;78;2.71;2.71;true
1488326440;1;Cadiz;77;2.7;2.7;true
1488326441;1;Cadiz;76;2.69;2.69;true
1488326442;1;Cadiz;75;2.68;2.68;true
1488326443;1;Cadiz;74;2.67;2.67;true
1488326444;1;Cadiz;73;2.66;2.66;true
1488326445;1;Cadiz;72;2.65;2.65;true
1488326446;1;Cadiz;71;2.64;2.64;true
1488326447;2;Malaga;50;2.63;2.63;true
1488326448;2;Malaga;50;2.62;2.62;true
1488326449;2;Malaga;52;0.08;2.61;false
1488326450;2;Malaga;50;2.6;2.6;true
1488326451;2;Malaga;50;2.59;2.59;true
1488326452;2;Malaga;50;2.58;2.58;true
1488326453;2;Malaga;50;2.57;2.57;false
1488326454;2;Malaga;50;2.56;1;true
1488326455;2;Malaga;50;2.55;2.55;true
1488326456;2;Malaga;50;2.54;2.54;true
1488326457;2;Malaga;50;2.53;2.53;true
1488326458;2;Malaga;50;2.52;2.52;true
1488326468;1;Cadiz;49;2.51;2.51;true
1488326478;1;Cadiz;48;2.5;2.5;true
1488326488;1;Cadiz;47;2.49;2.49;true
1488326498;1;Cadiz;46;2.48;2.48;true
1488326508;1;Cadiz;45;2.47;0.47;true
1488326518;1;Cadiz;44;2.46;2.46;true
1488326528;1;Cadiz;43;2.45;2.45;true
1488326538;1;Cadiz;42;2.44;2.44;true
1488326548;1;Cadiz;41;0.77;2.43;true
1488326558;1;Cadiz;40;0.88;2.42;true
1488326568;2;Malaga;50;2.41;2.41;true
1488326578;1;Cadiz;100;3.1;3.1;true
1488326579;3;Sevilla;110;3.1;3.1;true
1488326580;1;Cadiz;100;3.1;3.1;true
1488326581;2;Malaga;90;3.01;3.01;true
1488326581;3;Sevilla;109.9;3.09;3.1;true
1488326582;1;Cadiz;100;3.1;3.1;true
1488326583;2;Malaga;90;3.01;3.01;true
1488326583;3;Sevilla;109.8;3.08;3.1;true
1488326584;1;Cadiz;100;3.1;3.1;true
1488326585;2;Malaga;90;3.01;3.01;true
1488326585;3;Sevilla;109.7;3.07;3.1;true
1488326586;1;Cadiz;100;3.1;3.1;true
1488326587;2;Malaga;90;3.01;3.01;true
1488326587;3;Sevilla;109.6;3.06;3.1;true
1488326588;1;Cadiz;100;3.1;3.1;true
1488326589;2;Malaga;90;3.01;3.01;true
1488326589;3;Sevilla;109.5;3.05;3.1;true
1488326590;1;Cadiz;100;3.1;3.1;true
1488326591;2;Malaga;90;3.01;3.01;true
1488326591;3;Sevilla;109.4;3.04;3.1;true
1488326592;1;Cadiz;100;3.1;3.1;true
1488326593;2;Malaga;90;3.01;3.01;true
1488326593;3;Sevilla;109.3;3.03;3.1;true
1488326594;1;Cadiz;100;3.1;3.1;true
1488326595;2;Malaga;90;3.01;3.01;true
1488326595;3;Sevilla;109.2;3.02;3.1;true
1488326596;1;Cadiz;100;3.1;3.1;true
1488326597;2;Malaga;90;3.01;3.01;true
1488326597;3;Sevilla;109.1;3.01;3.1;true
1488326598;1;Cadiz;100;3.1;3.1;true
1488326599;2;Malaga;90;3.01;3.01;true
1488326599;3;Sevilla;109;3;3.1;true
1488326600;1;Cadiz;100;3.1;3.1;true
1488326601;2;Malaga;90;3.01;3.01;true
1488326601;3;Sevilla;108.9;2.99;3.1;true
1488326602;1;Cadiz;100;3.1;3.1;true
1488326603;2;Malaga;90;3.01;3.01;true
1488326603;3;Sevilla;108.8;2.98;3.1;true
1488326604;1;Cadiz;100;3.1;3.1;true
1488326605;2;Malaga;90;3.01;3.01;true
1488326605;3;Sevilla;108.7;2.97;3.1;true
1488326606;1;Cadiz;100;3.1;3.1;true
1488326607;2;Malaga;90;3.01;3.01;true
1488326607;3;Sevilla;108.6;2.96;3.1;true
1488326608;1;Cadiz;100;3.1;3.1;true
1488326609;2;Malaga;90;3.01;3.01;true
